date,NDVI
2024-01-04,-0.019625547143409326
2024-01-07,-0.001155179671996179
2024-01-14,0.009816353025471358
2024-01-17,-0.017204672956723812
2024-01-19,0.07549085851370002
2024-01-22,0.029157572983864698
2024-01-24,0.03462698200930858
2024-01-27,0.031430570309743465
2024-01-29,0.03630669800205842
2024-02-01,-0.04674629485833214
2024-02-03,0.03603315841788124
2024-02-06,0.027432014899245096
2024-02-08,0.008739842779186768
2024-02-11,
2024-02-13,
2024-02-16,
2024-02-18,0.11295956322289812
2024-02-21,
2024-02-23,
2024-02-26,
2024-02-28,
2024-03-02,
2024-03-04,
2024-03-07,
2024-03-09,
2024-03-12,0.10063705838857577
2024-03-14,
2024-03-17,
2024-03-19,
2024-03-22,
2024-03-24,
2024-03-27,
2024-03-29,
2024-04-01,
2024-04-03,
2024-04-06,
2024-04-08,0.25498581078441335
2024-04-11,
2024-04-13,0.02928824283785689
2024-04-16,
2024-04-18,
2024-04-21,
2024-04-23,
2024-04-26,
2024-04-28,
2024-05-01,0.3993754644707955
2024-05-03,0.3805801696248177
2024-05-06,0.3638061395422061
2024-05-08,0.4566035420486758
2024-05-11,0.4925340901429051
2024-05-13,0.10278155222394454
2024-05-16,0.5498343404454535
2024-05-18,0.6267312351315122
2024-05-21,0.7131390075140359
2024-05-23,0.7327725380427585
2024-05-26,0.735725014680974
2024-05-28,0.7882026958723449
2024-05-31,0.8291140315277074
2024-06-02,
2024-06-05,0.8357493393775524
2024-06-07,0.42068277712913116
2024-06-10,0.8355517137479734
2024-06-12,0.8306233818068638
2024-06-15,0.8322735542851019
2024-06-17,0.7785713059030044
2024-06-20,
2024-06-22,0.8076678201039881
2024-06-25,0.8069220155263833
2024-06-27,0.7849143589304923
2024-06-30,0.7776955872058051
2024-07-02,
2024-07-05,
2024-07-07,
2024-07-10,0.8052958365265221
2024-07-12,
2024-07-15,0.8117876210785399
2024-07-17,
2024-07-20,
2024-07-22,0.8030825259467039
2024-07-25,0.8397109670184054
2024-07-27,0.8121515182803556
2024-07-30,
2024-08-01,
2024-08-04,
2024-08-06,
2024-08-09,0.5292253839624259
2024-08-11,
2024-08-14,0.7888946638960602
2024-08-16,
2024-08-19,0.7752449887303455
2024-08-21,0.7494724080701953
2024-08-24,0.17764749734343965
2024-08-26,0.7166948621056459
2024-08-29,
2024-08-31,
