date,temperature
2025-02-20,5.0
2025-02-28,6.0
2025-03-01,1.4285714285714286
2025-03-02,2.0
2025-03-03,4.0
2025-03-04,5.166666666666667
2025-03-05,6.142857142857143
2025-03-06,6.428571428571429
2025-03-07,7.0
2025-03-08,9.0
2025-03-09,6.0
2025-03-10,6.571428571428571
2025-03-11,2.4285714285714284
2025-03-12,-1.1428571428571428
2025-03-13,1.0
2025-03-14,1.8571428571428572
2025-03-15,5.714285714285714
2025-03-16,2.857142857142857
2025-03-17,2.857142857142857
2025-03-18,7.428571428571429
2025-03-19,9.571428571428571
2025-03-20,4.285714285714286
2025-03-21,8.142857142857142
2025-03-22,6.285714285714286
2025-03-23,7.714285714285714
2025-03-24,3.4285714285714284
2025-03-25,4.714285714285714
2025-03-26,10.142857142857142
2025-03-27,8.0
2025-03-28,5.0
2025-03-29,10.0
2025-03-30,9.714285714285714
2025-03-31,10.857142857142858
2025-04-01,12.857142857142858
2025-04-02,16.571428571428573
2025-04-03,14.857142857142858
2025-04-04,10.285714285714286
2025-04-05,3.142857142857143
2025-04-06,4.714285714285714
2025-04-07,9.142857142857142
2025-04-08,7.142857142857143
2025-04-09,6.0
2025-04-10,3.5714285714285716
2025-04-11,1.8571428571428572
2025-04-12,6.285714285714286
2025-04-13,11.428571428571429
2025-04-14,11.142857142857142
2025-04-15,15.142857142857142
2025-04-16,15.714285714285714
2025-04-17,11.571428571428571
2025-04-18,11.428571428571429
2025-04-19,19.428571428571427
2025-04-20,8.142857142857142
2025-04-21,6.714285714285714
2025-04-22,7.142857142857143
2025-04-23,9.142857142857142
2025-04-24,10.0
2025-04-25,8.285714285714286
2025-04-26,10.142857142857142
2025-04-27,8.428571428571429
2025-04-28,10.285714285714286
2025-04-29,14.714285714285714
2025-04-30,8.428571428571429
2025-05-01,9.428571428571429
2025-05-02,12.428571428571429
2025-05-03,13.428571428571429
2025-05-04,12.428571428571429
2025-05-05,9.857142857142858
2025-05-06,7.714285714285714
2025-05-07,9.285714285714286
2025-05-08,8.571428571428571
2025-05-09,11.142857142857142
2025-05-10,13.428571428571429
2025-05-11,14.857142857142858
2025-05-12,16.857142857142858
2025-05-13,17.714285714285715
2025-05-14,12.571428571428571
2025-05-15,14.571428571428571
2025-05-16,20.857142857142858
2025-05-17,14.714285714285714
2025-05-18,18.0
2025-05-19,19.857142857142858
2025-05-20,20.0
2025-05-21,15.285714285714286
2025-05-22,16.714285714285715
2025-05-23,11.285714285714286
2025-05-24,14.285714285714286
2025-05-25,15.428571428571429
2025-05-26,16.714285714285715
2025-05-27,16.428571428571427
2025-05-28,17.571428571428573
2025-05-29,18.714285714285715
2025-05-30,18.857142857142858
2025-05-31,17.142857142857142
2025-06-01,18.714285714285715
2025-06-02,14.285714285714286
2025-06-03,16.714285714285715
2025-06-04,17.0
2025-06-05,14.428571428571429
2025-06-06,17.142857142857142
2025-06-07,17.428571428571427
2025-06-08,16.714285714285715
2025-06-09,16.833333333333332
2025-06-10,17.0
2025-06-11,12.833333333333334
2025-06-12,18.5
2025-06-13,20.714285714285715
2025-06-14,20.142857142857142
2025-06-15,20.0
2025-06-16,20.142857142857142
2025-06-17,17.833333333333332
2025-06-18,17.857142857142858
2025-06-19,15.714285714285714
2025-06-20,19.428571428571427
2025-06-21,13.857142857142858
2025-06-22,19.0
2025-06-23,17.285714285714285
2025-06-24,13.428571428571429
2025-06-25,16.285714285714285
2025-06-26,17.857142857142858
2025-06-27,18.142857142857142
2025-06-28,17.333333333333332
2025-06-29,18.0
2025-06-30,20.142857142857142
2025-07-01,23.714285714285715
2025-07-02,21.857142857142858
2025-07-03,21.428571428571427
2025-07-04,19.0
2025-07-05,17.142857142857142
2025-07-06,15.142857142857142
2025-07-07,17.285714285714285
2025-07-08,17.333333333333332
2025-07-09,21.285714285714285
2025-07-10,20.285714285714285
2025-07-11,18.428571428571427
2025-07-12,25.285714285714285
2025-07-13,24.714285714285715
2025-07-14,25.142857142857142
2025-07-15,27.0
2025-07-16,26.571428571428573
2025-07-17,27.714285714285715
2025-07-18,25.428571428571427
2025-07-19,25.285714285714285
2025-07-20,27.0
2025-07-21,26.571428571428573
2025-07-22,25.285714285714285
2025-07-23,26.857142857142858
2025-07-24,28.142857142857142
2025-07-25,28.857142857142858
2025-07-26,27.571428571428573
2025-07-27,27.285714285714285
2025-07-28,26.428571428571427
2025-07-29,24.142857142857142
2025-07-30,27.285714285714285
2025-07-31,27.571428571428573
2025-08-01,25.0
2025-08-02,22.142857142857142
2025-08-03,25.142857142857142
2025-08-04,26.714285714285715
2025-08-05,22.0
2025-08-06,20.285714285714285
2025-08-07,20.571428571428573
2025-08-08,20.857142857142858
2025-08-09,21.857142857142858
2025-08-10,20.571428571428573
2025-08-11,22.142857142857142
2025-08-12,17.142857142857142
2025-08-13,21.285714285714285
2025-08-14,22.0
2025-08-15,22.714285714285715
2025-08-16,17.857142857142858
2025-08-17,18.571428571428573
2025-08-18,20.285714285714285
2025-08-19,19.857142857142858
2025-08-20,17.0
2025-08-21,16.142857142857142
2025-08-22,15.285714285714286
2025-08-23,16.714285714285715
2025-08-24,15.571428571428571
2025-08-25,16.0
2025-08-26,16.285714285714285
2025-08-27,16.857142857142858
2025-08-28,17.857142857142858
2025-08-29,15.0
2025-08-30,17.142857142857142
2025-08-31,16.571428571428573
2025-09-01,16.142857142857142
2025-09-02,17.285714285714285
2025-09-03,17.714285714285715
2025-09-04,18.714285714285715
2025-09-05,18.142857142857142
2025-09-06,19.714285714285715
2025-09-07,19.714285714285715
2025-09-08,21.285714285714285
2025-09-09,21.0
2025-09-10,20.857142857142858
2025-09-11,21.142857142857142
2025-09-12,16.571428571428573
2025-09-13,18.0
2025-09-14,15.714285714285714
2025-09-15,13.571428571428571
2025-09-16,15.857142857142858
2025-09-17,16.571428571428573
2025-09-18,16.428571428571427
2025-09-19,16.285714285714285
2025-09-20,17.571428571428573
2025-09-21,18.571428571428573
2025-09-22,15.0
2025-09-23,11.428571428571429
2025-09-24,11.428571428571429
2025-09-25,13.857142857142858
2025-09-26,14.285714285714286
2025-09-27,15.0
2025-09-28,14.142857142857142
2025-09-29,11.428571428571429
2025-09-30,11.571428571428571
2025-10-01,12.0
2025-10-02,9.857142857142858
2025-10-03,8.428571428571429
2025-10-04,10.285714285714286
