date,temperature
2025-02-20,5.0
2025-03-01,2.0
2025-03-02,1.8571428571428572
2025-03-03,3.4285714285714284
2025-03-04,3.4285714285714284
2025-03-05,5.0
2025-03-06,7.142857142857143
2025-03-07,5.285714285714286
2025-03-08,7.285714285714286
2025-03-09,4.0
2025-03-10,5.285714285714286
2025-03-11,0.5714285714285714
2025-03-12,-1.5714285714285714
2025-03-13,-0.8571428571428571
2025-03-14,-1.1428571428571428
2025-03-15,3.142857142857143
2025-03-16,0.2857142857142857
2025-03-17,1.0
2025-03-18,4.571428571428571
2025-03-19,6.428571428571429
2025-03-20,4.428571428571429
2025-03-21,3.7142857142857144
2025-03-22,2.142857142857143
2025-03-23,3.4285714285714284
2025-03-24,2.5714285714285716
2025-03-25,5.285714285714286
2025-03-26,6.857142857142857
2025-03-27,6.857142857142857
2025-03-28,5.571428571428571
2025-03-29,8.714285714285714
2025-03-30,7.428571428571429
2025-03-31,8.714285714285714
2025-04-01,8.714285714285714
2025-04-02,13.0
2025-04-03,13.428571428571429
2025-04-04,7.571428571428571
2025-04-05,0.5714285714285714
2025-04-06,1.8571428571428572
2025-04-07,5.142857142857143
2025-04-08,3.5714285714285716
2025-04-09,4.0
2025-04-10,-0.14285714285714285
2025-04-11,0.2857142857142857
2025-04-12,4.142857142857143
2025-04-13,10.285714285714286
2025-04-14,10.714285714285714
2025-04-15,11.857142857142858
2025-04-16,14.428571428571429
2025-04-17,11.714285714285714
2025-04-18,11.428571428571429
2025-04-19,17.142857142857142
2025-04-20,8.142857142857142
2025-04-21,5.857142857142857
2025-04-22,6.285714285714286
2025-04-23,8.0
2025-04-24,5.571428571428571
2025-04-25,5.285714285714286
2025-04-26,6.142857142857143
2025-04-27,6.285714285714286
2025-04-28,10.857142857142858
2025-04-29,12.428571428571429
2025-04-30,6.714285714285714
2025-05-01,8.428571428571429
2025-05-02,10.857142857142858
2025-05-03,10.571428571428571
2025-05-04,8.857142857142858
2025-05-05,6.571428571428571
2025-05-06,6.857142857142857
2025-05-07,5.714285714285714
2025-05-08,6.285714285714286
